userId,itemId,rating
AY8Y7IIPNA3QA,B00005OU6T,5.0
A1DJB2UWNGVT2Y,B00006IV17,5.0
A1PCWBP1S03CBE,B00006IV17,4.0
AHMTP4CR8YOAS,B00006IV17,5.0
ASHJS9CC9TKLX,B00006IV17,3.0
A16O51QTKV0RSW,B00006IV17,5.0
A192QCAO4JDIJK,B00006IV17,5.0
A3MY06ZBGWTFGF,B00006IV17,4.0
A1D8XX92IEO4J9,B00006IV17,5.0
A1RFPIZZ8R1UL1,B00006IV17,5.0
A3IKJ2KCRSE8IG,B00006IV17,4.0
ATZFZONPLXQJN,B00006IV17,5.0
ATZFZONPLXQJN,B00006IV17,5.0
AR3OHHHW01A8E,B00007E7RQ,5.0
A14LF3YC5ZNZJX,B00009W3I4,5.0
A85CBFEVZ01M2,B00009W3I4,5.0
A85CBFEVZ01M2,B00009W3I4,5.0
ADOG9BFO5ASA0,B00009W3I4,5.0
A2P5BW17M2SBYX,B00009W3I4,5.0
A1LPKMJATSPW0W,B00009W3I4,5.0
A1LPKMJATSPW0W,B00009W3I4,5.0
A2P5BW17M2SBYX,B00009W3I4,5.0
A53M2T97W79KG,B00009W3I4,5.0
A2SSKCX604EQTG,B00009W3I4,5.0
A3Q9T1LM695M81,B00009W3I4,5.0
A31WCIXS3ADDHI,B00009W3HD,5.0
A2EVSS0F182CCL,B00009W3I4,1.0
A1ODRTB0JZ9AER,B00009W3I4,5.0
A34A1UP40713F8,B00009W3I4,5.0
A26FGDZRC7DNZA,B00009W3I4,5.0
A3LZIFZKJBP7GK,B00009W3HD,5.0
A75OYUK0QUI59,B00009W3HD,2.0
A1YSCQBOH14RON,B00009W3HD,5.0
A3FAES0FPQNQYK,B00009W3HD,2.0
A1FGEAEGWVYJ2I,B00009W3HD,4.0
A2MT8TG1J29G9T,B00009W3I4,5.0
ARC2MBWY8RKHH,B00009W3HD,3.0
ACTSN400XQJ90,B00009W3HD,5.0
A9K0W1K9NTDQU,B00009W3HD,1.0
A3V0D97QKXDN5R,B00009W3HD,3.0
AQBARA01YG3F4,B0000CFPK8,5.0
ADEOYOY6I8GW3,B0000CFPK8,4.0
A2AP059CCLBWPU,B0000CFPK8,1.0
A23ER8LNT5KXVN,B0000CFPK8,4.0
A2AUZPX2TJ20YO,B0000CFPK8,1.0
A1DTKTRQGEUSZN,B0000CFPK8,5.0
A1DTKTRQGEUSZN,B0000CFPK8,5.0
A1DTKTRQGEUSZN,B0000CFPK8,5.0
A2M8J6B01Z2NIL,B0000CFPK8,1.0
A7QQUU3YA43AL,B0000CFPK8,5.0
A7QQUU3YA43AL,B0000CFPK8,5.0
A7QQUU3YA43AL,B0000CFPK8,5.0
A7QQUU3YA43AL,B0000CFPK8,5.0
A1VPEWW3D9T9SF,B0000DK356,5.0
AO14HUFWN96CT,B0000DK356,4.0
A3EUVDLAD4NNLN,B0000DK356,5.0
ARTMDS29M8EKY,B0000DK356,5.0
A12Y974TRRMR95,B0000DK356,4.0
AUFW0LEC5N4CS,B0000DK356,4.0
AO3Q1S2BGS4BV,B0000DK356,4.0
A2I3BWIY35O2SX,B0000DK356,5.0
AXEJ19RQS1T2N,B0000DK356,1.0
A2AP059CCLBWPU,B0000DK356,5.0
A2CSBF6OEGN3IZ,B0000DK356,5.0
AF7REHI1Y5DQD,B0000DK356,5.0
AF7REHI1Y5DQD,B0000DK356,5.0
A1R6MO79RRJCZ4,B0000DK356,3.0
A243KU68DROO1Y,B0000DK356,4.0
A243KU68DROO1Y,B0000DK356,5.0
A243KU68DROO1Y,B0000YDY90,5.0
A1WAGJPSCX33CP,B0000YDY90,5.0
AYTMJP1FKT4LQ,B0000YDY90,5.0
AYJ6PGYMBDAGJ,B0000YDY90,5.0
A1IHD1381I7LB8,B0000YDY90,5.0
A3CNFU4DVC5981,B0000YDY90,5.0
A1NUD9STOU9MB0,B0000YDY90,5.0
A24YN1S2MBWO25,B0000YDY90,5.0
A3NZ5C9MD5DWZT,B0000YDY90,5.0
A29ZUR2EKA7V6X,B0000YDY90,4.0
A17Q80QZJUZ62X,B0000YDY90,3.0
A1J34BKSD7RHIU,B0000YDY90,5.0
A16O51QTKV0RSW,B0000YDY90,5.0
A1E7XQB6D7XL0Q,B0000YDY90,5.0
A12Y974TRRMR95,B0000YDY90,4.0
AKN754MGTTQOP,B0000YDY90,5.0
A3AU5EOD16G0V3,B0000YDY90,5.0
AR21INX3K62B6,B0000YDY90,4.0
A2J46YUPDJ8WIC,B0000YDY90,4.0
APMX1Y6TLN7PX,B0000YDY90,4.0
A2U443T06RDFJ6,B0000YDY90,1.0
AR1VHTBQMZ8VV,B0000YDY90,5.0
A1DJB2UWNGVT2Y,B0000YDY90,5.0
A2XSKE942MWLWW,B0000YDY90,5.0
AR6R43V9SYM9N,B0000YDY90,5.0
A1D8XX92IEO4J9,B0000YDY90,4.0
AH1LX8RA8P39H,B0000YDY90,5.0
A28R3DW62X4FXE,B0000YDY90,4.0
A29IP2N2DSBH3T,B0000YDY90,3.0
A15H2ZBF9CAJL7,B0000YDY90,2.0
A24D1OVEQI37AX,B0000YDY90,3.0
A134IS0W9NLRMZ,B0000YDY90,4.0
